Forgotten Night;Ralph Lange;18;Dokumentation;1820;77;62;deutsch;Kasachstan;2015;False
The Kiss of Satan;Gert Visobi;16;Action;4569;28;115;englisch;Macao;2016;False
Wirkliche Siege, dumpfe Qualen;Heinz-Walter Mayer;18;Horror, Thriller, Drama;1906;88;84;deutsch;Norwegen;2017;False
Die Würmer des Sumpfes;Berndt Meier;12;Drama, Komödie;3037;34;101;deutsch;Trinidad und Tobago;2016;False
Die Herzöge von Gransee;Volkhard Schmid;12;Dokumentation, Science Fiction;1296;39;64;deutsch;Malta;2016;False
Barsches Brot auf einer Insel;Valeri Wagner;18;Drama;3873;63;116;deutsch;Benin;2016;False
Malgorzata und die Sände;Victoria Klein;0;Komödie, Dokumentation;1898;36;65;deutsch;Kenia;2015;False
Beyond The Hollow Earth;Knud Krause;16;Horror;4758;16;73;englisch;Guyana;2016;False
Die Kämpfer am Abend;Riza Schulz;6;Dokumentation;3981;29;67;deutsch;Russland;2017;True
Slumber Party of the Undead Fish Man;Samir Kolofo;18;Horror;2710;28;119;englisch;Dominica;2016;False
Eleni und die Mutter;Kathi Meier;0;Dokumentation, Zeichentrick, Komödie;2402;66;113;deutsch;Botsuana;2017;False
Goblins vs Yeti: Undead Nightmare;Jan Fuchs;18;Dokumentation, Horror;3764;52;93;englisch;Vereinigte Arabische Emirate;2015;False
Maid Marian goes to Jupiter;Bodo Lotabu;16;Thriller;4267;55;69;englisch;Jemen;2015;True
The Terrible Adventures of the Shark-Women;Udo Calebe;16;Komödie, Zeichentrick;2076;51;65;englisch;Dschibuti;2017;False
Dying Dream;Theo Niduba;0;Horror, Komödie;3584;42;75;deutsch;Monaco;2017;False
Die schwüle Nacht;Gotthold Fisafu;0;Science Fiction, Komödie, Horror;2518;89;95;deutsch;Ukraine;2016;False
Century of Courage, The Next Day;Gert Lange;16;Zeichentrick, Krimi;4481;23;70;englisch;Deutschland;2016;False
Die zappelige Frau Pivubodo;Catrin Schmid;6;Thriller, Drama, Science Fiction;4864;21;69;deutsch;Peru;2017;False
Leise Pforten auf der Insel;Nikolas Braun;18;Action, Komödie, Krimi;1776;59;82;deutsch;Kirgisistan;2017;True
Harvester Battle 2010, The Next Day;Rafael Kotifi;16;Krimi, Dokumentation, Komödie;4690;0;119;englisch;Nauru;2017;False
Chainsaw Hunter;Jozef Nasibe;18;Horror;1757;72;90;englisch;Burundi;2016;False
Bloodsuckers vs Bloodsuckers: Nightmarish Attack;Heiko Huber;18;Komödie, Horror;3710;71;69;englisch;Mauretanien;2015;False
My Dad Married Medusa;Ivana Mayer;16;Horror, Komödie;1811;21;98;englisch;Belgien;2016;False
Das Kamel;Gotthard Beladi;18;Thriller, Komödie, Krimi;2026;52;104;deutsch;Bhutan;2017;False
Die Körner des Maules;Evelyne Ravadu;18;Thriller;1078;76;93;deutsch;Litauen;2017;False
Winde des Schicksals;Hans-Hinrich Bauer;16;Action;3409;71;77;deutsch;Slowakei;2016;False
The Bionic Person;Andrew Walter;16;Horror, Science Fiction, Zeichentrick;1175;23;69;englisch;Jamaika;2016;True
Die innovative Frau Seresademüller;Tanja Schulz;16;Zeichentrick;3728;48;74;deutsch;Bolivien;2015;False
Der Gaul von Northeim;Brigitta Betido;0;Action, Science Fiction, Horror;4441;59;98;deutsch;Island;2016;True
Schütterer Herrscher, flinke Erfahrung;Marten Getifu;18;Thriller;4522;49;84;deutsch;Martinique;2016;False
Die Schöße des Schusses;Hans-Georg Colobu;6;Komödie, Drama, Thriller;4841;76;68;deutsch;Ålandinseln;2017;False
Forscher Hof;Marion Mayer;16;Drama, Zeichentrick, Thriller;3447;68;74;deutsch;Georgien;2017;False
Legacy of The Octopus-Person Broken;Andrey Werner;16;Science Fiction, Action, Thriller;3447;80;99;englisch;Niger;2016;False
No Danger;Isidor Lange;16;Drama, Science Fiction;3047;82;81;deutsch;Papua-Neuguinea;2016;False
Brudersekunden;Gundel Fuchs;6;Krimi, Dokumentation, Science Fiction;4653;90;67;deutsch;Sambia;2016;False
The Brain Whisperers;Martina Walter;16;Horror, Science Fiction, Action;1712;30;110;englisch;Nepal;2015;False
Aufbrüche ohne Nächte;Andrei Fuwefo;18;Horror, Komödie;4696;87;105;deutsch;Guinea-Bissau;2016;False
Der starke Herr Putagrademüller;Lina Wolf;18;Dokumentation, Science Fiction;1614;52;83;deutsch;Bahamas;2015;True
Ernste Momente und das Grauen;Frithjof Bauer;18;Zeichentrick, Science Fiction;2786;59;96;deutsch;Brasilien;2016;True
Brides of Plague;Helga Schmid;16;Action, Horror;1027;55;70;englisch;Ungarn;2017;True
Captain Passion;Rosalinde Lange;16;Zeichentrick, Komödie, Thriller;3866;31;111;englisch;Aruba;2015;True
Die gestreiften Freundschaften;Edelgard Revafo;0;Krimi, Komödie, Action;3623;40;106;deutsch;Bouvetinsel;2017;False
Zahmer Fischer, charismatischer Herbst;Kunigunda Schmid;12;Action, Komödie, Science Fiction;3915;55;80;deutsch;Thailand;2017;False
Der quirlige Herr Tarosade;Sören Wolf;0;Horror, Science Fiction, Komödie;1366;59;114;deutsch;Aserbaidschan;2015;False
Creature Busters;Doris Wagner;16;Science Fiction;1236;64;78;englisch;Swasiland;2017;False
Der unachtsame Herr Zimmermann;Ingetraud Meier;6;Drama, Dokumentation;2622;69;73;deutsch;Kirgisistan;2015;False
Der Schwamm von Gevelsberg;Cora Schulz;6;Action, Horror;2859;20;60;deutsch;Ghana;2015;False
Ragged Servant;Annie Werner;16;Dokumentation, Thriller, Action;4347;91;115;deutsch;Ecuador;2017;False
Linder König, dehnbarer Ausbruch;Tassilo Wolf;0;Science Fiction;2516;88;69;deutsch;Guadeloupe;2017;False
Der zweifelnde Herr Lätalauweiner;Leopold Maier;18;Dokumentation, Krimi;4023;54;62;deutsch;Simbabwe;2017;False
Sonnen ohne Märchen;Anto Meyer;16;Horror;1548;36;60;deutsch;Vereinigte Arabische Emirate;2017;False
Keine Welt der Herren;Philip König;16;Krimi, Thriller, Drama;3699;77;115;deutsch;Katar;2015;True
Erwachen des blauen Brandes;Rosita Walter;0;Krimi, Dokumentation;3386;95;63;deutsch;Elfenbeinküste;2015;False
Arm ohne Aufbruch;Fernando Walter;18;Horror, Komödie;4436;64;70;deutsch;Chile;2017;False
Die Stände von Lassan;Utz Becker;6;Science Fiction;2962;65;76;deutsch;Kroatien;2016;False
Devil vs Bloodsuckers: Alien Gore;Svenja Mayer;18;Thriller, Horror;1706;39;109;englisch;Kaimaninseln;2016;True
Eine geschwächte Kritik und ein Blech;Rigo Bauer;12;Thriller;4708;71;76;deutsch;Zentralafrikanische Republik;2016;False
Der Herzog von Filderstadt;Ulla Wolf;12;Krimi, Komödie, Thriller;3413;44;115;deutsch;Weißrussland;2016;False
Eure Schöngeister der Grafen;Hella Wolf;16;Zeichentrick;3441;57;111;deutsch;Bhutan;2016;False
Captured Time;Peer Kolebi;0;Thriller, Zeichentrick, Drama;1154;47;84;deutsch;Katar;2017;False
Burg zum Schluß;Muzaffer König;16;Action, Horror, Drama;3025;54;60;deutsch;Polen;2016;False
The Terrible Magic of The Demons Immortal;Annelore Walter;16;Horror, Thriller, Dokumentation;3612;15;60;englisch;Iran;2016;False
Black Plague;Annemie Bauer;16;Science Fiction, Action;4727;73;120;englisch;Litauen;2016;False
Ghouls Bimbo;Brunhilde Bauer;18;Horror;3779;41;81;englisch;Costa Rica;2017;False
Heinz und die Bilder;Ivana Niduba;0;Zeichentrick, Dokumentation, Komödie;1106;71;62;deutsch;Macao;2017;False
The Sensation of Snow White;Stefanie Viloba;16;Science Fiction, Dokumentation;4721;39;111;englisch;Iran;2016;True
Frische Trümpfe, kombinierte Teufel;Clemens Tiveba;16;Science Fiction, Drama, Komödie;2590;67;80;deutsch;Vereinigte Arabische Emirate;2016;False
Die Brüder des Freundes;Clemens Wagner;18;Dokumentation, Horror, Krimi;2490;35;77;deutsch;Fidschi;2016;False
Hidden Pleasure;Klaus-Peter Wagner;12;Krimi;1968;50;120;deutsch;Madagaskar;2015;False
At Day They Feast;Hans-Hinrich Wolf;18;Action, Horror;1693;10;104;englisch;Simbabwe;2016;False
The Bloodthirsty King Mitchel, Part IV;Dorle Visobi;16;Thriller, Science Fiction;3841;62;75;englisch;Dschibuti;2017;True
Bride of the Mad Stripper ;Rosa Meier;18;Horror;1305;57;87;englisch;Kasachstan;2015;False
Ein Leser des Tages;Irmtraut Wagner;18;Drama, Krimi, Science Fiction;1966;68;112;deutsch;Vietnam;2017;True
Beyond Avalon;Vladimir Lange;16;Thriller, Action, Science Fiction;4551;48;80;englisch;Niederlande;2015;False
The Fascination of Medusa;Minna Meier;16;Science Fiction, Horror, Komödie;2570;50;115;englisch;Taiwan;2017;False
Der Wurf von Nordenham;Klaudia Fotuda;12;Komödie;2584;83;70;deutsch;Aruba;2015;True
Clown and Dr. Jekyll and Mr. Hyde;Nuri Getifu;18;Thriller, Horror;3016;45;72;englisch;Frankreich;2016;True
Die undurchsichtige Frau Zesowedemeiner;Elena Schmid;12;Komödie;2861;62;73;deutsch;Gabun;2016;True
Unsere dreisten Herrscher und die Erfahrung;Hansjörg Mayer;0;Thriller;1580;21;95;deutsch;Panama;2016;False
Dawn of the brain Devouring Witch ;Tamara Visobi;18;Horror;2225;49;120;englisch;Portugal;2015;False
Monster of Suffering;Boris Badada;16;Horror, Komödie;4687;29;107;englisch;Island;2016;False
Der Bach des Hemds;Brian Lotabu;12;Thriller;2781;86;96;deutsch;Bouvetinsel;2017;False
Die Luft des Schiffes;Marie-Louise Walter;0;Dokumentation;3109;34;60;deutsch;Österreich;2015;False
Frozen Silk;Annett Schmid;18;Dokumentation, Thriller;2412;33;104;deutsch;Kiribati;2017;False
Beyond Love;Catrin Katoda;16;Dokumentation;4754;38;88;englisch;Dominica;2015;False
Forgotten Memory;Ramazan Meier;18;Drama;2628;46;85;deutsch;Komoren;2015;False
Stadt des Ehemannes;Ramazan Meyer;12;Dokumentation, Thriller, Horror;4376;64;118;deutsch;Malawi;2017;False
Gefühlte Messer, plakative Frauen;Abdullah Visobi;6;Drama, Science Fiction;3085;91;100;deutsch;Slowakei;2016;False
Der Zeuge mit Sorge;Augusta Walter;16;Action, Zeichentrick;1275;60;63;deutsch;Dschibuti;2016;False
War of The Blood Whisperers;Irmi Meyer;16;Drama;3046;29;92;englisch;Kuba;2016;False
The Bloodthirsty Story of Marie Curie;Gretel Bauer;16;Science Fiction, Horror, Komödie;4581;64;101;englisch;Vietnam;2017;False
Der unaktive Herr Ciwudiweiner;Gert Vitubi;18;Thriller, Action, Zeichentrick;4328;79;120;deutsch;Ungarn;2017;False
Forgotten Servant;Egon Tiveba;0;Komödie, Thriller, Horror;3316;56;97;deutsch;Tansania;2015;True
Professor Love;Josefine Wolf;16;Horror, Drama, Science Fiction;3383;53;110;englisch;Schweiz;2017;True
Silent Tale;Raik Sadafo;16;Thriller, Dokumentation;3761;61;114;deutsch;Kanada;2015;False
Gewöhnliche Unberührbare ohne Ausbruch;Henrike Lange;16;Zeichentrick, Krimi, Komödie;3863;86;63;deutsch;USA;2016;True
Ein Tag des sofortigen Gesichts;Kilian Hatifu;16;Thriller;2845;46;92;deutsch;Slowakei;2017;False
Sea of the Blood-Sucking Invisible Girl ;Rena Schmid;18;Thriller, Horror;4024;68;75;englisch;Norwegen;2015;False
Kompass der Planeten;Andy Schmid;0;Komödie, Dokumentation, Zeichentrick;4605;59;72;deutsch;Bhutan;2015;False
Die Stäube des Kahnes;Hans-Willi Bauer;6;Science Fiction, Zeichentrick;3622;38;80;deutsch;Irland;2015;False
Hunter and the Hobgoblins;Irene Hatifu;18;Dokumentation, Horror;3518;43;98;englisch;Reunion;2015;False
Die Mäuler des Ganges;Gert Wetebi;12;Science Fiction, Komödie;4269;25;85;deutsch;Weißrussland;2016;True
He was a teenaged Satan;Herlinde Maier;16;Krimi, Drama, Zeichentrick;2001;0;116;englisch;Australien;2016;False
Love and Suffering, The Return;Elena Schmid;16;Drama, Thriller, Science Fiction;1377;34;115;englisch;Serbien;2016;False
Die Tröpfe des Gastes;Genoveva Wolf;16;Horror, Action, Dokumentation;4489;33;87;deutsch;Anguilla;2016;False
The Operation;Birte Lange;16;Krimi;2350;62;112;englisch;Taiwan;2015;True
Die Dünste von Rinteln;Siegried Bauer;18;Krimi;1081;55;117;deutsch;Schweden;2016;False
Die Schnäbel der Titel;Dorothe Tisafu;18;Science Fiction, Action, Thriller;3327;89;116;deutsch;Vanuatu;2015;False
Father of The Horror Breed;Ingetraud Meyer;16;Krimi, Komödie;1164;72;98;englisch;Mikronesien;2016;False
Männer im Schloß;Leonore König;12;Action, Drama;1796;25;111;deutsch;Litauen;2017;False
The Destruction of Bettie Williams;Theodora Meyer;16;Zeichentrick, Drama, Horror;4231;16;107;englisch;Venezuela;2015;False
Biegende Strände, dünne Pferde;Jacob Riweba;6;Zeichentrick;2191;91;86;deutsch;Mosambik;2017;False
Fischer ohne Stadien;Sabrina Dodufu;6;Action, Dokumentation, Komödie;2434;43;114;deutsch;Südafrika;2015;False
Sinnvolle Rosen, typische Bauern;Ingmar Wagner;18;Thriller;4733;36;69;deutsch;Simbabwe;2015;False
Dracula's Wrath;Maren Folefo;18;Horror;3110;48;75;englisch;Republik Kongo;2017;False
Wirres Tuch am Ende;Gerdi Meier;18;Komödie, Zeichentrick, Action;1016;93;65;deutsch;Malta;2017;True
Der verräterische Herr Horaferemeiner;Ildiko Schmid;12;Krimi;1910;71;73;deutsch;Kaimaninseln;2015;False
Ein Preis ohne Schlüssel;Nuri Walter;18;Thriller;2375;71;104;deutsch;Monaco;2017;False
Sohn des Kampfes;Erhardt Lange;18;Dokumentation, Thriller;4454;64;65;deutsch;Nigeria;2016;False
Psycho Nail Gun Killer;Andrew Meier;18;Komödie, Horror;3376;33;94;englisch;Österreich;2015;False
Blackout;Mirco Wagner;16;Thriller, Dokumentation, Komödie;1133;56;69;englisch;Honduras;2017;True
Grey Sons;Hans-Rainer Nasibe;16;Krimi;4798;64;113;deutsch;Palau;2015;False
Die Freundschaft der Kerzen;Siegmar Werner;16;Thriller;2295;27;119;deutsch;Slowenien;2017;True
American The Phantom of Africa;Athanasios Walter;18;Horror;1361;16;64;englisch;Uganda;2015;False
Arnulf und der Klotz;Ivana Vitubi;0;Zeichentrick, Komödie, Dokumentation;2021;44;77;deutsch;Peru;2016;False
Die Paare;Gotthard Wovedu;18;Thriller, Horror, Action;2378;42;85;deutsch;Syrien;2016;True
Mordstuch;Fridolin Vitubi;0;Drama;2764;85;101;deutsch;Republik Kongo;2015;False
Der Block des Rumpfes;Anthony Maier;12;Komödie;3102;96;63;deutsch;Weißrussland;2015;False
Die infantile Frau Pelemauhein;Cilli Wedofo;0;Thriller;4793;31;86;deutsch;Serbien;2015;False
Wild Time;Adriana Schmid;6;Thriller, Action;4486;61;60;deutsch;Madagaskar;2016;False
Don't Lie in the Cellar;Tassilo Fisafu;18;Action, Horror;3998;61;64;englisch;Kolumbien;2016;False
The Whorehouse, Chapter 6;Heinz-Otto Lange;16;Zeichentrick;1012;67;103;englisch;Ghana;2015;True
The Bloody Cop;Edwin Beladi;16;Science Fiction, Krimi;1766;57;67;englisch;Singapur;2016;False
Die ruhelose Frau Gäruflede;Danielle Walter;18;Thriller, Zeichentrick;2715;45;107;deutsch;Senegal;2015;False
Erect Wizard;Alfred Werner;16;Dokumentation, Krimi, Thriller;1337;60;62;deutsch;Jordanien;2015;False
Die starrköpfige Frau Posafiweiner;Beate Werner;0;Krimi, Drama;2130;64;65;deutsch;Bhutan;2015;True
Schatten der Tore;Hans-Willi Kolebi;16;Drama, Dokumentation;3309;42;116;deutsch;Gambia;2015;False
Damnation Children;Martina Wovedu;16;Krimi, Zeichentrick;4090;44;100;englisch;Dänemark;2016;True
Elfischer Planet und seine Manieren;Brigitta Lange;16;Horror;2019;94;105;deutsch;Komoren;2017;False
Fremde Mädchen, chilenische Fischer;Amalia Huber;18;Thriller, Action, Horror;2262;65;98;deutsch;Madagaskar;2017;True
Delicious Wizards;Erica Bauer;16;Drama;4522;96;65;deutsch;Dschibuti;2016;False
Ein Club ohne Freundinnen;Gert Revodi;6;Zeichentrick;4638;65;87;deutsch;Gibraltar;2015;False
American Centipede vs Grotesque Igor;Halina Klein;18;Thriller, Horror;2548;53;77;englisch;Benin;2016;False
Shadowy Darkness;Annedore Revodi;16;Drama;2654;28;80;deutsch;Papua-Neuguinea;2015;True
Der wachsende Aufbruch mit Herz;Gotthard Fuchs;0;Horror, Dokumentation, Science Fiction;3140;75;60;deutsch;Kuwait;2016;False
Dead's Attack;Veli Braun;18;Horror;4205;45;62;englisch;Guatemala;2017;False
Awful Beasts vs Awful Wolf;Muzaffer Walter;18;Thriller, Horror;1253;73;85;englisch;Costa Rica;2015;False
Die Kähne von Kaiserslautern;Marie Fuwefo;12;Science Fiction, Horror, Drama;1274;52;81;deutsch;Zypern;2015;False
Beyond Shangri-La;Vincent Colobu;16;Horror;4216;13;120;englisch;Andorra;2015;False
Der resiliente Herr Calebe;Sepp Lotabu;16;Action;4278;57;102;deutsch;Schweiz;2016;False
Mutated Werewolf;Olena Balube;18;Horror;3582;45;74;englisch;Thailand;2016;False
Die werten Bauern im Herbst;Giuseppe Lange;0;Zeichentrick;1130;79;93;deutsch;Japan;2015;False
Beyond Atlantis;Krzysztof Watifo;16;Action, Komödie, Zeichentrick;4986;42;107;englisch;Jordanien;2016;False
Betreute Tochter und ihre Schusslinie;Ercan Huber;18;Drama;1241;83;100;deutsch;Südafrika;2016;True
Green Servants;Siegfried Klein;12;Krimi, Thriller, Komödie;2351;100;68;deutsch;Mazedonien;2017;False
Bones of the Beast;Siegmar Folefo;16;Zeichentrick, Thriller, Action;2014;35;74;englisch;Kirgisistan;2016;False
Die Preisstädte;Clara Schulz;6;Krimi, Science Fiction;2816;45;65;deutsch;Polen;2016;False
Abominable Cops;Wanda Meier;18;Science Fiction, Horror;4597;19;101;englisch;Kasachstan;2016;False
The Abominable Policeman;Hans Meier;16;Krimi, Horror;1120;78;87;englisch;Guernsey;2016;True
Die Bände von Ober-Ramstadt;Waltrud Katoda;16;Krimi, Horror;2907;52;102;deutsch;Libanon;2017;False
Die Säfte von Neu-Isenburg;Nuran Braun;12;Krimi, Science Fiction, Komödie;2577;63;66;deutsch;Bermuda;2017;False
The Crippled Hooker;Knud Werner;16;Drama, Zeichentrick, Action;1616;5;113;englisch;Island;2017;False
Gesa und die Schätze;Cora Wagner;0;Zeichentrick;4377;39;79;deutsch;Togo;2016;False
Beyond The Hollow Earth;Henrike Gidoba;16;Dokumentation;1374;9;75;englisch;Grönland;2017;False
Der Strauß von Neusalza-Spremberg;Immo Maier;16;Horror, Komödie, Dokumentation;2357;54;63;deutsch;Sambia;2016;True
Mad Cthulhu;Andrey Walter;18;Horror;2012;18;83;englisch;Costa Rica;2017;False
Übler Pakt, seltener Kuss;Magdalene Maier;18;Zeichentrick, Dokumentation, Drama;3983;60;93;deutsch;Nauru;2016;True
Legacy of The Chromatic Robots;Abdul Meier;16;Zeichentrick, Krimi;1438;76;91;englisch;Nepal;2017;False
Chauvinistische Nächte;Aloisia Wolf;16;Komödie;2236;89;64;deutsch;Marokko;2016;False
Die Äste von Burglengenfeld;David Revodi;6;Horror, Thriller;1317;82;85;deutsch;Aserbaidschan;2017;False
Maschine;Gotthard Dodufu;6;Horror;2694;41;108;deutsch;Libanon;2016;True
Magnificent Spirits;Rena Balube;16;Dokumentation, Zeichentrick;3887;99;70;deutsch;Brunei;2016;False
Prized Man;Andre Colifo;0;Dokumentation, Zeichentrick;1650;62;81;deutsch;Grönland;2016;False
Beast's Spawn;Hanny Wagner;18;Horror;4671;46;72;englisch;Kroatien;2016;False
Die Kämpfe des Wurfes;Victoria Wolf;6;Zeichentrick, Thriller;4953;61;104;deutsch;Kirgisistan;2016;False
Whispering Girlfriend;Paulina Meier;6;Thriller, Krimi;1695;90;80;deutsch;Kiribati;2015;False
Messer ohne Staub;Carlo Riweba;6;Zeichentrick, Science Fiction;4877;83;69;deutsch;Algerien;2016;False
Fredo und die Füchse;Annie Schmid;0;Zeichentrick;3305;49;113;deutsch;Costa Rica;2015;False
Creatures of Disease;Theodoros Wagner;16;Action, Thriller;1128;1;103;englisch;Israel;2015;False
Monate des Moments;Lotti Fuwefo;18;Drama, Thriller;3402;93;62;deutsch;Sierra Leone;2017;False
Abbot and Costello Meet Frankenstein;Svenja Wolf;18;Science Fiction, Horror;3492;37;74;englisch;Kamerun;2015;False
Horror Brides;Anto Walter;16;Dokumentation, Krimi, Horror;1237;40;91;englisch;Haiti;2015;False
Jungen;Ingbert Bavaba;0;Krimi, Action;1674;59;68;deutsch;Thailand;2015;False
Die Bässe von Usingen;Thorsten Calebe;0;Thriller, Horror;4204;41;85;deutsch;Singapur;2016;False
Die patten Brände und ein Befehl;Rena Schmid;12;Horror, Thriller, Action;3090;53;112;deutsch;Russland;2016;False
Diabolical Cannibal meets Satanic Werewolf;Reinald Kadedi;18;Zeichentrick, Horror;4448;48;101;englisch;Italien;2015;False
Evil Werewolfs;Immo Hisodi;18;Horror;2477;22;62;englisch;Kaimaninseln;2015;True
Die unterhaltsame Frau Poludumeiner;Hans-Otto Colifo;18;Komödie, Krimi;2818;22;116;deutsch;Ecuador;2015;True
Magien;Etta Sadafo;0;Drama;4962;75;100;deutsch;Mosambik;2017;False
Die selbsttäuschende Frau Püwagrodeweiner;Rainer Getifu;12;Horror;4083;32;96;deutsch;Rumänien;2016;False
Breed of Madness;Hans-Otto Schmid;16;Krimi, Zeichentrick, Thriller;2723;4;83;englisch;Simbabwe;2016;False
Breed Hunter;Trudel Lange;16;Thriller;2140;0;77;englisch;Palau;2015;True
Thing Clown;Aloisia Wagner;18;Dokumentation, Horror;3471;13;76;englisch;Marokko;2017;True
The Diabolical Shark Must Massacre;Anneliese Huber;18;Horror;1009;46;68;englisch;Estland;2016;True
I was a teenaged Alien;Benjamin Schmid;16;Dokumentation, Zeichentrick, Science Fiction;4693;48;105;englisch;Tschad;2015;True
Die Därme von Barth;Bertha Sadafo;6;Krimi;4577;91;62;deutsch;Malawi;2017;False
Festival of the Fear Innocents;Helmut Colifo;16;Krimi, Action;2188;14;67;englisch;Elfenbeinküste;2016;True
Undead Boy in the Basement;Margot Kadedi;18;Horror;1898;60;88;englisch;Brasilien;2016;True
Ausufernde Schusslinie;Kira Braun;6;Dokumentation, Drama, Science Fiction;2065;24;71;deutsch;San Marino;2017;True
Town of the Horrific Strangler ;Michelle Fuchs;18;Horror;2464;13;88;englisch;Georgien;2015;False
Jozef und der Zwang;Tibor Folefo;0;Komödie;1397;49;86;deutsch;Sierra Leone;2016;False
Creature of Love;Stefanie Wovedu;16;Action, Krimi;2629;43;74;englisch;Slowakei;2015;False
Die Stimmen mit Berg;Elena Hatifu;12;Science Fiction;1357;64;114;deutsch;Argentinien;2016;True
Suffering Nun;Edith Krause;16;Dokumentation;2181;7;79;englisch;Kasachstan;2017;False
Der Traum von Mindelheim;Miodrag Meyer;16;Science Fiction, Dokumentation, Krimi;3587;75;109;deutsch;Mexiko;2017;False
Katholische Erfahrungen des Hundes;Dietrich Wagner;12;Dokumentation, Zeichentrick, Komödie;4882;54;88;deutsch;Grönland;2015;False
The Atomic Kid;Hermine Meier;16;Komödie;1585;5;99;englisch;Slowakei;2016;True
Die Säume des Kammes;Alice Becker;18;Dokumentation, Science Fiction;3499;49;105;deutsch;Südkorea;2017;False
Die nervigen Stunden;Thorsten Revodi;16;Action;3136;33;88;deutsch;Mosambik;2015;False
Love of Plague;Tamara Lange;16;Science Fiction;1537;63;107;englisch;Ägypten;2015;False
Assault of Saturn;Eleni Schulz;16;Action;3597;55;92;englisch;Benin;2015;False
Übler Blitz, schroffe Schande;Heidrun Lange;16;Drama, Science Fiction, Zeichentrick;4183;25;61;deutsch;Zentralafrikanische Republik;2017;True
Forgotten Healer;Natali Bauer;0;Drama;4542;56;92;deutsch;Philippinen;2015;False
